la,total1864noservices,total1864,total65noservices,total65,year,la_clean,lacode_string_orig,total_requests,total_noservices,noservices_percent,noservices_1864_perc,noservices_65_perc,imd19_extent,idaopi19_avgscore,health19_avgscore,imd15_avgscore,imd15_extent,idaopi15_avgscore,health15_avgscore
Dorset,275,6500,870,10980,2015,Dorset,E06000059,17480,1145,6.550343,4.2307692,7.9234972,.050000001,.086999997,-.34599999,,,,
Dorset,565,6430,2940,13205,2016,Dorset,E06000059,19635,3505,17.850777,8.7869358,22.264294,.050000001,.086999997,-.34599999,,,,
Dorset,595,7175,2370,13035,2017,Dorset,E06000059,20210,2965,14.670955,8.2926826,18.181818,.050000001,.086999997,-.34599999,,,,
Dorset,440,5305,2975,14670,2018,Dorset,E06000059,19975,3415,17.096371,8.2940626,20.279482,.050000001,.086999997,-.34599999,,,,
Dorset,440,5000,2735,13415,2019,Dorset,E06000059,18415,3175,17.241379,8.8000002,20.387627,.050000001,.086999997,-.34599999,,,,
Dorset,375,4855,1650,14505,2020,Dorset,E06000059,19360,2025,10.459711,7.7239957,11.375388,.050000001,.086999997,-.34599999,,,,
Dorset,575,5990,2660,15500,2021,Dorset,E06000059,21490,3235,15.053514,9.5993319,17.161291,.050000001,.086999997,-.34599999,,,,
Dorset,35,5005,160,13440,2022,Dorset,E06000059,18445,195,1.0571971,.69930071,1.1904762,.050000001,.086999997,-.34599999,,,,
Dorset,1595,4770,4830,14155,2023,Dorset,E06000059,18925,6425,33.949802,33.438156,34.122219,.050000001,.086999997,-.34599999,,,,
North Northamptonshire,230,2565,580,5760,2021,NorthNorthamptonshire,E06000061,8325,810,9.7297297,8.9668617,10.069445,,,,,,,
North Northamptonshire,220,2955,640,7180,2022,NorthNorthamptonshire,E06000061,10135,860,8.4854469,7.4450083,8.9136486,,,,,,,
North Northamptonshire,190,2985,550,7675,2023,NorthNorthamptonshire,E06000061,10660,740,6.9418387,6.365159,7.1661239,,,,,,,
West Northamptonshire,240,2800,670,6490,2021,WestNorthamptonshire,E06000062,9290,910,9.7954788,8.5714283,10.323575,,,,,,,
West Northamptonshire,295,2915,870,7880,2022,WestNorthamptonshire,E06000062,10795,1165,10.792033,10.120069,11.040609,,,,,,,
West Northamptonshire,140,2900,700,8205,2023,WestNorthamptonshire,E06000062,11105,840,7.5641603,4.8275862,8.5313835,,,,,,,
Bolton,280,1465,1360,6005,2014,Bolton,E08000001,7470,1640,21.954485,19.112629,22.647793,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton,385,2375,1440,7855,2015,Bolton,E08000001,10230,1825,17.839687,16.210526,18.332272,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton2,855,2740,2325,7950,2016,Bolton,E08000001,10690,3180,29.747427,31.20438,29.245283,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton,1170,3310,2110,8250,2017,Bolton,E08000001,11560,3280,28.373703,35.347431,25.575758,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton,1140,3275,2135,8170,2018,Bolton,E08000001,11445,3275,28.615116,34.809162,26.132191,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton,975,3070,2205,8050,2019,Bolton,E08000001,11120,3180,28.597122,31.758957,27.391304,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton,965,3210,1960,7285,2020,Bolton,E08000001,10495,2925,27.870415,30.062305,26.904598,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton,1245,3920,2305,7790,2021,Bolton,E08000001,11710,3550,30.315969,31.760204,29.589216,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton,1195,3480,1970,8065,2022,Bolton,E08000001,11545,3165,27.414465,34.339081,24.426535,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bolton,870,3100,1170,7915,2023,Bolton,E08000001,11015,2040,18.520199,28.064516,14.78206,.43149999,.191,.58899999,28.42,.3775,.211,.67199999
Bury,135,1340,215,3730,2014,Bury,E08000002,5070,350,6.9033532,10.074627,5.7640753,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,270,1155,515,3640,2015,Bury,E08000002,4795,785,16.37122,23.376623,14.148352,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,770,1610,1395,3865,2016,Bury,E08000002,5475,2165,39.543381,47.826088,36.093143,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,205,1185,465,3565,2017,Bury,E08000002,4750,670,14.105263,17.299578,13.043478,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,310,1315,520,3580,2018,Bury,E08000002,4895,830,16.956078,23.574144,14.52514,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,265,1325,485,4695,2019,Bury,E08000002,6020,750,12.458471,20,10.330138,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,245,1615,905,5795,2020,Bury,E08000002,7410,1150,15.519568,15.170279,15.616911,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,625,1750,1315,6770,2021,Bury,E08000002,8520,1940,22.769953,35.714287,19.423929,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,60,1620,170,7565,2022,Bury,E08000002,9185,230,2.5040827,3.7037036,2.247191,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Bury,5,1785,5,6030,2023,Bury,E08000002,7815,10,.12795906,.28011206,.082918741,.24160001,.145,.308,21.768999,.19760001,.16500001,.37799999
Manchester,3200,15805,3505,12095,2014,Manchester,E08000003,27900,6705,24.032259,20.246758,28.978916,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,3320,12130,3235,11080,2015,Manchester,E08000003,23210,6555,28.242138,27.370157,29.196751,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,3340,10755,3560,11995,2016,Manchester,E08000003,22750,6900,30.32967,31.055323,29.679033,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,3280,10485,2905,10965,2017,Manchester,E08000003,21450,6185,28.834499,31.282785,26.493387,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,4180,10720,2795,11270,2018,Manchester,E08000003,21990,6975,31.718964,38.992538,24.800354,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,4885,11555,3115,10470,2019,Manchester,E08000003,22025,8000,36.322361,42.27607,29.751671,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,8415,20985,2730,9085,2020,Manchester,E08000003,30070,11145,37.063519,40.100071,30.049532,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,11270,27450,3100,10065,2021,Manchester,E08000003,37515,14370,38.30468,41.056465,30.799801,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,10145,23660,3185,10100,2022,Manchester,E08000003,33760,13330,39.484596,42.878277,31.534653,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Manchester,10645,23935,2930,10415,2023,Manchester,E08000003,34350,13575,39.51965,44.474617,28.132502,.59990001,.336,1.198,40.512001,.59380001,.36300001,1.4220001
Oldham,2065,3110,2935,4905,2014,Oldham,E08000004,8015,5000,62.38303,66.398712,59.836903,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham,1025,2625,2530,4680,2015,Oldham,E08000004,7305,3555,48.665298,39.047619,54.05983,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham3,2300,2650,2800,4135,2016,Oldham,E08000004,6785,5100,75.16581,86.79245,67.71463,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham,2235,2630,2500,3800,2017,Oldham,E08000004,6430,4735,73.639191,84.980988,65.789474,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham,2265,2630,2930,4485,2018,Oldham,E08000004,7115,5195,73.014755,86.121674,65.328873,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham,1655,2480,3610,5570,2019,Oldham,E08000004,8050,5265,65.403725,66.733871,64.811493,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham,955,3725,1805,6210,2020,Oldham,E08000004,9935,2760,27.780573,25.637585,29.066023,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham,975,3490,1880,5215,2021,Oldham,E08000004,8705,2855,32.797241,27.936962,36.049854,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham,1170,3590,1840,5480,2022,Oldham,E08000004,9070,3010,33.186329,32.59053,33.576641,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Oldham,935,3485,1355,5315,2023,Oldham,E08000004,8800,2290,26.022728,26.829268,25.493885,.479,.18700001,.66299999,30.291,.40619999,.208,.72000003
Rochdale,895,1875,1560,4265,2014,Rochdale,E08000005,6140,2455,39.983715,47.733334,36.576786,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,1065,2385,1345,4595,2015,Rochdale,E08000005,6980,2410,34.527222,44.654087,29.270947,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,830,2265,1090,3935,2016,Rochdale,E08000005,6200,1920,30.967741,36.644592,27.700127,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,840,2685,855,4705,2017,Rochdale,E08000005,7390,1695,22.936401,31.284916,18.172157,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,965,2895,1150,4670,2018,Rochdale,E08000005,7565,2115,27.957701,33.333332,24.625267,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,2045,3890,2375,6585,2019,Rochdale,E08000005,10475,4420,42.195705,52.570694,36.066818,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,2475,4900,2460,6575,2020,Rochdale,E08000005,11475,4935,43.006535,50.510204,37.414448,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,2465,6395,2300,6905,2021,Rochdale,E08000005,13300,4765,35.827068,38.545738,33.309196,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,1290,5220,1560,6445,2022,Rochdale,E08000005,11665,2850,24.432062,24.712645,24.204809,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Rochdale,1290,3840,1540,6040,2023,Rochdale,E08000005,9880,2830,28.643724,33.59375,25.496689,.47580001,.20299999,.84200001,33.683998,.44729999,.228,.94
Salford,175,2450,370,5060,2014,Salford,E08000006,7510,545,7.2569909,7.1428571,7.312253,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,95,2500,410,5305,2015,Salford,E08000006,7805,505,6.4702115,3.8,7.7285581,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,235,2800,570,5545,2016,Salford,E08000006,8345,805,9.6464949,8.3928576,10.279531,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,200,3320,490,5860,2017,Salford,E08000006,9180,690,7.5163398,6.0240965,8.3617744,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,205,3985,510,5745,2018,Salford,E08000006,9730,715,7.3484068,5.1442909,8.877285,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,200,3420,420,4815,2019,Salford,E08000006,8235,620,7.5288405,5.8479533,8.7227411,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,150,2635,390,4850,2020,Salford,E08000006,7485,540,7.2144289,5.6925998,8.0412369,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,1295,2200,1385,3135,2021,Salford,E08000006,5335,2680,50.234303,58.863636,44.178627,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,1985,3830,1820,4045,2022,Salford,E08000006,7875,3805,48.317459,51.827675,44.99382,.472,.21799999,.995,32.959,.4339,.249,1.124
Salford,1760,4575,2105,5770,2023,Salford,E08000006,10345,3865,37.361046,38.469944,36.481804,.472,.21799999,.995,32.959,.4339,.249,1.124
Stockport,1220,2180,5620,10955,2014,Stockport,E08000007,13135,6840,52.074612,55.963303,51.300777,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport,2925,4730,2500,6980,2015,Stockport,E08000007,11710,5425,46.327927,61.839325,35.81662,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport3,305,1065,1440,5095,2016,Stockport,E08000007,6160,1745,28.327923,28.638498,28.263002,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport,260,1020,1470,4900,2017,Stockport,E08000007,5920,1730,29.222973,25.490196,30,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport,255,800,,4615,2018,Stockport,E08000007,5415,,,31.875,,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport,305,865,1610,5535,2019,Stockport,E08000007,6400,1915,29.921875,35.260117,29.087624,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport,1505,3395,2095,6675,2020,Stockport,E08000007,10070,3600,35.749752,44.329895,31.385767,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport,1455,3945,2465,6970,2021,Stockport,E08000007,10915,3920,35.913879,36.88213,35.365852,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport,1740,3625,3065,7065,2022,Stockport,E08000007,10690,4805,44.948551,48,43.382874,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Stockport,1535,4060,2690,7590,2023,Stockport,E08000007,11650,4225,36.266094,37.80788,35.441372,.1745,.12899999,.35499999,19.108,.1486,.147,.36500001
Tameside,0,1395,0,5305,2014,Tameside,E08000008,6700,0,0,0,0,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside,0,1650,0,6070,2015,Tameside,E08000008,7720,0,0,0,0,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside,,1690,,6170,2016,Tameside,E08000008,7860,,,,,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside2,,1585,,5785,2017,Tameside,E08000008,7370,,,,,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside,,1495,,5680,2018,Tameside,E08000008,7175,,,,,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside,,1685,,5575,2019,Tameside,E08000008,7260,,,,,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside,,2370,,5365,2020,Tameside,E08000008,7735,,,,,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside,,2445,,6010,2021,Tameside,E08000008,8455,,,,,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside,25,2070,40,5510,2022,Tameside,E08000008,7580,65,.85751981,1.2077295,.7259528,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Tameside,5,2430,95,6410,2023,Tameside,E08000008,8840,100,1.1312218,.20576131,1.4820592,.41549999,.177,.85500002,29.379999,.36309999,.20299999,.94199997
Trafford,2655,4755,7320,13355,2014,Trafford,E08000009,18110,9975,55.080067,55.83596,54.810932,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,965,3895,2475,8150,2015,Trafford,E08000009,12045,3440,28.559568,24.775352,30.368097,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,1065,4125,2470,8825,2016,Trafford,E08000009,12950,3535,27.297297,25.818182,27.988668,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,1360,3920,2450,9230,2017,Trafford,E08000009,13150,3810,28.973385,34.693878,26.543879,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,980,3440,1985,8880,2018,Trafford,E08000009,12320,2965,24.066559,28.488373,22.353603,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,915,3375,2025,9465,2019,Trafford,E08000009,12840,2940,22.897196,27.111111,21.394611,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,1205,3250,1805,8270,2020,Trafford,E08000009,11520,3010,26.128471,37.076923,21.825876,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,1855,3530,2245,7010,2021,Trafford,E08000009,10540,4100,38.899429,52.549576,32.025677,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,2100,3615,2845,7345,2022,Trafford,E08000009,10960,4945,45.118614,58.091286,38.733833,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Trafford,2040,3815,2705,7670,2023,Trafford,E08000009,11485,4745,41.314758,53.473133,35.267277,.1127,.13,-.071999997,15.388,.1021,.148,.0040000002
Wigan,700,1685,2330,7015,2014,Wigan,E08000010,8700,3030,34.827587,41.543026,33.214539,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan,280,1605,910,6875,2015,Wigan,E08000010,8480,1190,14.033019,17.445482,13.236363,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan5,1550,2365,2615,5300,2016,Wigan,E08000010,7665,4165,54.337898,65.539108,49.339622,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan,1035,2785,1275,6965,2017,Wigan,E08000010,9750,2310,23.692308,37.163376,18.305815,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan,1200,3120,1465,7520,2018,Wigan,E08000010,10640,2665,25.046993,38.46154,19.481382,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan,1110,2785,1445,6180,2019,Wigan,E08000010,8965,2555,28.499722,39.856373,23.381878,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan,1390,2675,1880,5675,2020,Wigan,E08000010,8350,3270,39.161678,51.962616,33.127754,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan,1580,2960,2190,6915,2021,Wigan,E08000010,9875,3770,38.177216,53.37838,31.670282,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan,1545,3160,2205,7210,2022,Wigan,E08000010,10370,3750,36.162006,48.892406,30.582523,.31349999,.16,.61799997,24.857,.2814,.185,.653
Wigan,1675,3130,2400,7380,2023,Wigan,E08000010,10510,4075,38.772598,53.514378,32.520325,.31349999,.16,.61799997,24.857,.2814,.185,.653
Knowsley,600,760,1680,2350,2014,Knowsley,E08000011,3110,2280,73.311897,78.947365,71.489365,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley,975,1390,1635,2855,2015,Knowsley,E08000011,4245,2610,61.4841,70.143883,57.267952,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley5,65,520,555,2895,2016,Knowsley,E08000011,3415,620,18.155197,12.5,19.170984,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley2,200,1110,475,2900,2017,Knowsley,E08000011,4010,675,16.832918,18.018019,16.379311,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley,305,1255,305,2425,2018,Knowsley,E08000011,3680,610,16.576086,24.30279,12.577319,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley,535,1235,565,2655,2019,Knowsley,E08000011,3890,1100,28.277636,43.319839,21.280603,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley,395,885,325,2125,2020,Knowsley,E08000011,3010,720,23.920265,44.632767,15.294118,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley,355,980,355,2060,2021,Knowsley,E08000011,3040,710,23.355263,36.224491,17.233009,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley,435,1150,380,2760,2022,Knowsley,E08000011,3910,815,20.84399,37.826088,13.768116,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Knowsley,485,1240,1065,3555,2023,Knowsley,E08000011,4795,1550,32.32534,39.112904,29.957806,.59920001,.294,1.381,41.387001,.57370001,.32600001,1.4
Liverpool,695,1510,1165,3670,2014,Liverpool,E08000012,5180,1860,35.907337,46.026489,31.74387,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,210,1165,740,4550,2015,Liverpool,E08000012,5715,950,16.622923,18.025751,16.263737,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,965,2390,355,4145,2016,Liverpool,E08000012,6535,1320,20.198929,40.376568,8.5645351,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,2100,4095,2225,7285,2017,Liverpool,E08000012,11380,4325,38.005272,51.282051,30.54221,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,2445,4530,2570,6525,2018,Liverpool,E08000012,11055,5015,45.36409,53.973511,39.386974,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,3005,5030,2650,6615,2019,Liverpool,E08000012,11645,5655,48.561615,59.74155,40.060467,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,3040,5385,3220,9680,2020,Liverpool,E08000012,15065,6260,41.553268,56.45311,33.264462,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,3535,5930,4120,10280,2021,Liverpool,E08000012,16210,7655,47.223934,59.612141,40.07782,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,3190,5720,3960,9490,2022,Liverpool,E08000012,15210,7150,47.008549,55.76923,41.728134,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
Liverpool,3200,5415,3520,8755,2023,Liverpool,E08000012,14170,6720,47.424137,59.095108,40.205597,.62129998,.30000001,1.347,41.125999,.59369999,.32699999,1.413
St. Helens,1345,2220,685,3290,2014,St.Helens,E08000013,5510,2030,36.842106,60.585587,20.820669,.40110001,.168,1.069,29.809,.37290001,.192,.99800003
St. Helens,2375,4385,1265,8615,2015,St.Helens,E08000013,13000,3640,28,54.161915,14.683691,.40110001,.168,1.069,29.809,.37290001,.192,.99800003
St. Helens,2040,3685,915,8080,2016,St.Helens,E08000013,11765,2955,25.116873,55.359566,11.324258,.40110001,.168,1.069,29.809,.37290001,.192,.99800003
St. Helens,1430,3135,1165,7615,2017,St.Helens,E08000013,10750,2595,24.139534,45.614037,15.298753,.40110001,.168,1.069,29.809,.37290001,.192,.99800003
St. Helens,2250,3920,1945,6670,2018,St.Helens,E08000013,10590,4195,39.612843,57.397961,29.160419,.40110001,.168,1.069,29.809,.37290001,.192,.99800003
