"Year","UTLA18CD","UTLA18NM","Pop_Est_Total","Grants_Inside_AEF","Grants_Outside_AEF","Grants_LSSG_ABG","Grants_RSG","Income_Rates","Police_Grant","Central_Gov_Funding_Total","Central_Gov_Funding_Total_PerCap"
2016,"E10000029","Suffolk",751175,384589,202457,2269,77176,129855,70376,866722,1.15382167936899
2017,"E10000029","Suffolk",756978,356125.756,188131.481,2290.42,49934,134978,69487,800946.657,1.0580844582009
2018,"E10000029","Suffolk",758556,349438,170832,4898,0,193335,69487,787990,1.03880267244607
2002,"E08000024","Sunderland",283037,48048.3172754292,104659.650019803,NA,159515.721981209,96185.582780171,22985.982966645,431395.255023257,1.52416558620695
2003,"E08000024","Sunderland",281528,73569.7096807627,103871.585195339,NA,186454.384393082,89041.2970248671,24990.8123740492,477927.7886681,1.69762080030441
2004,"E08000024","Sunderland",280113,83598.0240756617,117923.738044031,NA,205286.98721014,84408.6066758013,25162.4568549977,516379.812860632,1.84346964568096
2005,"E08000024","Sunderland",279199,91454.5839285313,116346.711879353,NA,203339.52559542,102093.107359358,26068.1622681696,539302.091030831,1.93160466559992
2006,"E08000024","Sunderland",278370,235251.937132001,117558.915734187,NA,27878.5109704667,144424.074832657,21113.5641052318,546227.002774544,1.96223372768094
2007,"E08000024","Sunderland",277834,243088.094978229,123895.784747327,NA,25274.0737246926,150603.757980923,21406.5822688195,564268.29369999,2.03095479207005
2008,"E08000024","Sunderland",276812,239703.985011176,128634.76948393,25382,22849.9365107606,164142.74934964,21544.6406692607,602258.081024767,2.17569354299946
2009,"E08000024","Sunderland",276209,240140.079096626,145878.273932726,28945.330683278,35760.0622029268,154931.010148407,21820.7005457989,627475.456609763,2.27174153126713
2010,"E08000024","Sunderland",275980,225884.309060376,163673.967651416,35938,24615.563856792,169516.417222407,22202.4098419837,641830.667632975,2.32564195823239
2011,"E08000024","Sunderland",275330,226053.442201452,157247.739733135,773,45025.2277944824,145662.742627539,24091.0527457039,598853.205102312,2.17503797298628
2012,"E08000024","Sunderland",275764,210589.830205683,161880.110895938,172,3410.17965881236,175917.228563736,22266.0125476329,574235.361871802,2.08234345988527
2013,"E08000024","Sunderland",276089,190053.115987881,132477.981705422,51,117822.62326762,78810.0593577509,46229.4911648289,565444.271483503,2.04805070641533
2014,"E08000024","Sunderland",276782,177383.717313151,132516.505708811,51,98381.3239824869,81155.9724307547,45990.7358767895,535479.255311993,1.93466069076744
2015,"E08000024","Sunderland",276813,173424.050199077,133343.207918393,39,73587.0060266608,86749.591191062,43711.8173898762,510854.672725069,1.84548656575041
2016,"E08000024","Sunderland",277307,173257.91333687,130539.406465593,14,60475.7186610287,86860.3563591459,43341.2644721341,494488.659294772,1.78318130914392
2017,"E08000024","Sunderland",277249,168083.305962543,123061.645496129,14,47386.9517076893,90394.9747126701,42609.1708335404,471550.048712572,1.70081785222876
2018,"E08000024","Sunderland",277417,169973.373828215,116086.632130495,14,38505.4861370098,94418.0464944987,42398.5818150613,461396.12040528,1.66318617966916
2002,"E10000030","Surrey",1059472,122691,149619,NA,157776,359357,54443,843886,0.796515622876301
2003,"E10000030","Surrey",1062774,146107,162519,NA,235303,336055,53950,933934,0.87877008658473
2004,"E10000030","Surrey",1065142,158035,225065,NA,283417,320781,54988,1042286,0.97854182822572
2005,"E10000030","Surrey",1071781,162170,247980,NA,261969,384357,57791,1114267,1.03964056089817
2006,"E10000030","Surrey",1082841,656948,262005,NA,31541,163407,61759,1175660,1.08571803247199
2007,"E10000030","Surrey",1095639,732822,284325,NA,28776,171458,63221,1280602,1.168817466337
2008,"E10000030","Surrey",1104242,725245,298674,39017,27004,193990,64348,1348278,1.22099865790289
2009,"E10000030","Surrey",1113665,735319,340572,40352,42005,181979,66132,1406359,1.26282050706451
2010,"E10000030","Surrey",1125804,786345,404705,18938,28785,198241,67964,1504978,1.33680285378272
2011,"E10000030","Surrey",1135367,778035,373722,1944,55662,180079,70029,1459471,1.28546188148854
2012,"E10000030","Surrey",1144046,749444,382354,2205,4339,223846,65023,1427211,1.24751190074525
2013,"E10000030","Surrey",1154136,694635,326037,1701,179134,124811,101043,1427361,1.23673553203435
2014,"E10000030","Surrey",1164095,682922,328460,761,155070,130250,106076,1403539,1.20569111627487
2015,"E10000030","Surrey",1172382,689919,328153,184,125208,133017,101127,1377608,1.17505045283875
2016,"E10000030","Surrey",1180956,670670,320403,197,73686,132852,100602,1298410,1.09945671134234
2017,"E10000030","Surrey",1185321,653162,305840,182,28665,148584,99324,1235757,1.04255049897876
2018,"E10000030","Surrey",1189934,658082.62912,299342.75139,78,0,186504.417,99324,1243331.79751,1.04487458759057
2002,"E09000029","Sutton",181265,44509.2946766909,42884.2225727567,NA,76813.1851276816,59523.9914789476,24963.3457205832,248694.03957666,1.3719915018159
2003,"E09000029","Sutton",181267,95944.3447540352,49648.5071164033,NA,92590.1517837426,57049.9019360452,26532.4830890338,321765.38867926,1.77509082557366
2004,"E09000029","Sutton",181094,95409.0144958851,74974.0509102308,NA,105346.939848481,54718.7433850012,27363.2667803082,357812.015419906,1.97583583895605
2005,"E09000029","Sutton",182103,92233.1485569441,77139.9645251123,NA,105930.057903907,64468.0499298511,28511.5460712974,368282.766987112,2.02238714896027
2006,"E09000029","Sutton",182882,204315.741399282,86808.8193561973,NA,11910.8810776768,61705.5106106024,24100.9510992949,388841.903543053,2.12619013103014
2007,"E09000029","Sutton",184174,225980.297914089,87823.8567349232,NA,10839.6317948994,64589.1046193312,24578.4518757653,413811.342939008,2.24684995134497
2008,"E09000029","Sutton",185860,214344.878023379,94273.0983488436,7240,9757.02070413039,70084.9863780329,25058.821765194,420758.80521958,2.26384808576122
2009,"E09000029","Sutton",188167,247016.608181156,106889.732018406,8318.42651733174,15199.156657636,65849.8583830421,25672.1189630239,468945.900720596,2.49217929137732
2010,"E09000029","Sutton",189321,254694.868539892,112508.049861099,10141.8933522876,10404.6201420456,71651.4375771491,26179.5537966593,485580.423269133,2.56485241082148
2011,"E09000029","Sutton",191123,250002.321441391,101822.232418504,878.392941135173,19369.7266046163,62664.1100807164,26270.7941631857,461007.577649549,2.41209889782783
2012,"E09000029","Sutton",193476,204018.625137971,100946.428887667,124.601141459938,1476.11873905758,76167.3790301237,24487.3027786213,407220.4557149,2.10475953459292
2013,"E09000029","Sutton",195787,189848.3365402,89289.8986532514,56,52741.3431701115,54001.6283606048,45585.1163743258,431522.323098494,2.2040397120263
2014,"E09000029","Sutton",197954,189184.998865728,89226.4291012083,58,46197.1635796809,55692.808308033,46447.3389911092,426806.738845759,2.15609050004425
2015,"E09000029","Sutton",199870,161883.097599914,85894.0634561488,37,37801.6190196529,55302.7398917494,44135.6743114344,385054.1942789,1.92652321148196
2016,"E09000029","Sutton",201945,156275.106059198,73130.8795239359,1,28622.4154564049,56371.7475783266,43858.6329046546,358259.78152252,1.77404630727436
2017,"E09000029","Sutton",203243,150329.559992911,62164.4769224389,13,16830,88247.3348808686,43344.7372716445,360929.109067863,1.7758501353939
2018,"E09000029","Sutton",204525,142791.49235921,57325.1005273357,15,0,111703.853749944,39224.4295909523,351059.876227442,1.71646437466052
2002,"E06000030","Swindon",182110,21748.0446460071,22520.8530848682,NA,54838.4112696986,60355.0086297296,10234.0891554473,169696.406785751,0.931834642720064
2003,"E06000030","Swindon",184368,29249.0589188147,23603,NA,71776.5975660129,57186.8627274067,11297.8749831941,193113.394195428,1.04743444738473
2004,"E06000030","Swindon",186390,32480.1977499463,44433.712875971,NA,80925.7902764615,54765.5888178661,11480.1912933126,224085.481013557,1.20223982517065
2005,"E06000030","Swindon",189684,40091.6339654095,49326.9671103031,NA,78190.8443139642,65650.7729921931,12088.2778223002,245348.49620417,1.29345910147493
2006,"E06000030","Swindon",192345,137386.063190249,50553.0507837612,NA,8836.55868694008,45777.3154922775,10979.621208729,253532.609361957,1.31811385459438
2007,"E06000030","Swindon",196942,143127.520171769,58074.6057547447,NA,8079.2379067017,48141.2724367573,11450.4398339458,268873.076103919,1.36523989856871
2008,"E06000030","Swindon",201521,146294.216797952,60239.7133857846,13060,7376.92932793691,52993.3220534788,11898.2680718809,291862.449637034,1.44829794233372
2009,"E06000030","Swindon",204371,149288.719029865,75532.600762649,13854,11418.8600171067,49470.4358632775,11750.6579449307,311315.273617829,1.52328497496136
2010,"E06000030","Swindon",206939,155594.515063399,86316.8621374077,16955,7841.55060120684,53999.8818040045,12144.2630335323,332852.072639551,1.60845501640363
2011,"E06000030","Swindon",209709,138172.705484278,81285.6738203699,578,15264.3312612934,49382.7870525768,12759.5345088213,297443.03212734,1.41836083395248
2012,"E06000030","Swindon",211918,117445.080245982,83653,0,1181.20199410016,60959.5916159528,11899.5289446483,275138.402800683,1.29832483696846
2013,"E06000030","Swindon",214028,108928.947682721,72637,0,44317.5517314922,30321.0471842626,19819.0694744063,276023.616072882,1.28966124092587
2014,"E06000030","Swindon",215991,111362.338313699,74841,0,37844.9868317938,31088.8273359113,20622.0161358702,275759.168617274,1.27671601417316
2015,"E06000030","Swindon",217584,117231.548528406,66614,0,29642.9272381956,29490.3521203958,19640.9905292811,262619.818416278,1.20698129649367
2016,"E06000030","Swindon",218580,116282.955548339,62445,0,22016.2222009489,32122.0719232645,19496.6767114037,252362.926383956,1.15455634725938
2017,"E06000030","Swindon",220363,122491.475314737,49883,0,14422.2389067275,34357.4032620646,19252.0718796325,240406.189363162,1.09095532990185
2018,"E06000030","Swindon",221996,121312.397657858,44513.9146126712,0,9617.37051104047,38540.0427439544,19296.3192567286,233280.044782253,1.05082994640558
2002,"E08000008","Tameside",213211,40945.8815502768,65885.230478271,NA,109639.863937026,72900.9517813392,17214.461929111,306586.389676024,1.43794827507035
2003,"E08000008","Tameside",213470,106843.610498886,9141.76779309489,NA,134303.241401112,67484.287114126,18445.6452233653,336218.552030584,1.57501546835895
2004,"E08000008","Tameside",213667,117080.580400761,8530.73453731971,NA,145555.53797232,64359.5340554689,18749.887799284,354276.274765154,1.65807670236936
2005,"E08000008","Tameside",213474,123991.369093877,10009.5274060034,NA,144936.014263735,76975.0038704318,19412.5627897998,375324.477423846,1.75817419181655
2006,"E08000008","Tameside",214187,253120.98964047,12431.2020753139,NA,17591.1008844965,91128.9867650817,18311.4764024537,392583.755767816,1.83290188371757
2007,"E08000008","Tameside",214750,203224.990107438,85391.5746013556,NA,16197.1715438085,96513.9294225125,18624.9182738986,419952.583949013,1.95554171803964
2008,"E08000008","Tameside",216360,193481.648952465,90652.4262381742,14775.5081581843,14977.1324614782,107586.503293693,19217.8366241006,440691.055728095,2.03684163305646
2009,"E08000008","Tameside",217417,193374.118730617,99821.1357991206,16685.0964841337,23751.5264851981,102904.826203021,19682.7542984727,456219.458000563,2.0983614804756
2010,"E08000008","Tameside",218774,187864.742221643,106200.408083729,21244.6976866763,16528.6186744437,113825.973030696,20171.8060425097,465836.245739697,2.12930350836798
2011,"E08000008","Tameside",219727,183197.108219452,106559.586001417,556,30767.1537317168,99538.042251654,20330.7856464583,440948.675850697,2.00680242232724
2012,"E08000008","Tameside",220201,193410.251034565,111077.167827371,470,2342.17307173342,120825.238752681,18767.4572023823,446892.287888732,2.02947437972004
2013,"E08000008","Tameside",220545,197782.622623612,93491.2955278135,139,77345.0679517625,52844.1706919883,36351.5324137336,457953.68920891,2.07646371130114
2014,"E08000008","Tameside",220696,204815.751784443,95840.0646553287,63,63461.0408197726,55017.7485256159,36935.0047159047,456132.610501065,2.06679147107816
2015,"E08000008","Tameside",221507,196252.672649079,88840.7813967742,37,46808.9425864111,57612.0966126934,35073.0924932562,424624.585738214,1.91698043735961
2016,"E08000008","Tameside",223109,198298.980709921,84353.4905449022,0,36855.0713959503,54191.7932785874,34798.1311191854,408497.467048546,1.83093226650895
2017,"E08000008","Tameside",224119,198684.521641159,79884.778327061,0,15925.9236111632,93617.4694549341,19925.6820543383,408038.375088655,1.82063267767862
2018,"E08000008","Tameside",225197,188001.160510195,78431.7636466874,0,1596.39738118425,92052.7690115336,34270.6595795516,394352.750129152,1.75114566414807
2002,"E06000020","Telford and Wrekin",159401,20086.3419959976,41981.0844596862,NA,61241.7223123687,50454.7762706206,8470.71439534856,182234.639434022,1.14324652564301
2003,"E06000020","Telford and Wrekin",159848,27474.4471070553,44548.5500145805,NA,74803.4525275743,50292.0116163782,9145.25677822186,206263.71804381,1.29037409316232
2004,"E06000020","Telford and Wrekin",160603,29027.926967308,49198.6689616926,NA,85094.297280567,48605.9771614881,9426.82840109579,221353.698772151,1.37826627629715
2005,"E06000020","Telford and Wrekin",161535,33578.8029083417,51269.4943890939,NA,87086.334876894,57916.870353579,9702.48395696159,239553.98648487,1.48298502791884
2006,"E06000020","Telford and Wrekin",162710,125478.444489881,54781.6511946354,NA,10255.1421488716,53128.2429127502,8798.89588915114,252442.376635289,1.55148655052111
2007,"E06000020","Telford and Wrekin",163368,133453.072791527,60343,NA,9508.25082560926,56659.121232009,8994.50413927832,268957.948988423,1.64633189479227
2008,"E06000020","Telford and Wrekin",164089,126377.068770418,64384,9343,9058.99285604248,65076.4266587372,9114.48493540744,283353.973220605,1.72683100768854
2009,"E06000020","Telford and Wrekin",164889,130768.150854929,76708.3798522805,10063,14545.7146827846,63020.1829168302,9244.7016509288,304350.129957753,1.84578795406457
2010,"E06000020","Telford and Wrekin",165641,139724.075722791,79808.1770622023,12553,10263.2862365435,70679.2698934082,9501.6614756772,322529.470390623,1.94715964278544
2011,"E06000020","Telford and Wrekin",166831,136563.122814057,81678.9932588033,610,19026.2408686523,61554.948617946,10104.7294028747,309538.034962334,1.85539878657044
2012,"E06000020","Telford and Wrekin",167811,134517.755634343,86597.8178374535,780,1450.27565464941,74830.9227444727,9353.15635580654,307529.928226725,1.83259695864231
2013,"E06000020","Telford and Wrekin",168642,126675.927217485,71927.268494553,0,52688.644089616,34810.2947436507,16518.537687723,302620.672233028,1.79445613923594
2014,"E06000020","Telford and Wrekin",169768,132794.003019209,73271,76,43655.4806073142,36289.7888883802,17503.02032996,303589.292844864,1.78825981836897
2015,"E06000020","Telford and Wrekin",171677,136725.103316738,71882,42,32767.6652042554,39089.5424877662,16782.6916832604,297289.00269202,1.73167636137642
2016,"E06000020","Telford and Wrekin",173727,138946.999158556,72452.8362,0,25975.2753508878,39863.7912845023,16766.2805806166,294005.182574563,1.69234018071205
2017,"E06000020","Telford and Wrekin",175768,147526.99448182,69663,0,19179.7047667707,42377.925997563,16598.019967972,295345.645214126,1.68031521786745
2018,"E06000020","Telford and Wrekin",177799,139584.640953923,67342,0,14704.2360657976,44364.4956181122,16664.1193656087,282659.492003442,1.58976986374188
2002,"E06000035","The Medway Towns",250262,30777.0552468806,63790.3179401345,NA,104855.437156359,81580.9274780869,16132.7127690769,297136.450590538,1.18730151037927
2003,"E06000035","The Medway Towns",251159,38419.5661293397,68418.7818454511,NA,125047.859139298,79191.6729950225,16653.9462212654,327731.826330376,1.3048778914169
2004,"E06000035","The Medway Towns",251459,41791.6238679152,84190.6376138285,NA,137400.499020673,75868.4535475555,16496.2559616776,355747.47001165,1.41473349536764
2005,"E06000035","The Medway Towns",252098,44735.3361703174,89900.8525159542,NA,132996.126624532,90575.3776122017,17253.9839232109,375461.676846216,1.48934809814523
2006,"E06000035","The Medway Towns",253478,197493.783494978,99871.2794283043,NA,13550.993423455,70201.1237675825,15900.4565349167,397017.636649236,1.5662804529357
2007,"E06000035","The Medway Towns",255824,207549.641811958,103327.092837586,NA,12561.3264300935,74852.15615512,16263.8072582899,414554.024493047,1.62046572836421
2008,"E06000035","The Medway Towns",258224,215186.321235635,113474.576600386,0,11663.4200431511,83786.1921723761,16806.4306882058,440916.940739754,1.70749791165714
2009,"E06000035","The Medway Towns",260230,213945.53950253,129032.429858702,11852,18538.8456678535,80321.926662888,17309.7945796488,471000.536271623,1.80993942386206
2010,"E06000035","The Medway Towns",262738,204677.326288329,141154.451710356,16199,12946.2952288027,89157.2020298103,17807.9981710479,481942.273428346,1.83430746001091
2011,"E06000035","The Medway Towns",264885,183721.524250715,128607.458979722,0,24304.2233689183,78627.7647929276,18034.5372082264,433295.508600509,1.63578726088872
2012,"E06000035","The Medway Towns",268130,165399.527924287,129696.680827052,112,1851.85786209425,95553.786100747,16792.8532198199,409406.705934,1.52689630378548
2013,"E06000035","The Medway Towns",270689,182830.146380293,106603.822013003,429,66314.387413447,39812.027012087,29326.3822603771,425315.765079207,1.57123401792909
2014,"E06000035","The Medway Towns",273212,153936.672252601,110703.010296138,0,55046.0035057248,46930.4735640077,30123.4533537764,396739.612972248,1.45213099341262
2015,"E06000035","The Medway Towns",275176,153828.283124504,105176.241769339,0,40981.5506184813,48034.3233941842,28641.4556341741,376661.854540682,1.36880343685744
2016,"E06000035","The Medway Towns",276957,143879.697958573,100732.372721945,0,29872.0513493214,44825.4141856889,28372.3979982337,347681.934213763,1.2553643136435
2017,"E06000035","The Medway Towns",277616,134249.634739923,99173.3636929706,0,20218.0101689069,48448.5310841522,27842.9339370349,329932.473622987,1.188449057774
2018,"E06000035","The Medway Towns",277855,125596.631473519,89794.013623233,0,0,68521.4104793017,27652.2062597009,311564.261835754,1.12131961575554
2002,"E06000034","Thurrock",144728,25674.8629540834,15588.3273633996,NA,59549.2809249295,45386.4975458945,8224.48535659605,154423.454144903,1.066990866625
2003,"E06000034","Thurrock",145977,30997.0138041608,19052.2404571063,NA,71378.038245649,45443.6491102196,8460.26800665813,175331.209623794,1.20108790853212
2004,"E06000034","Thurrock",147056,29757.5519019265,36684.1746666212,NA,82264.6880772358,43954.7156238893,8608.07446067859,201269.204730351,1.3686568703783
2005,"E06000034","Thurrock",148556,28926.5117217097,33973.6981732957,NA,83016.7796007054,52475.2983673344,9015.04246089795,207407.330323943,1.39615586259689
2006,"E06000034","Thurrock",150206,111222.40815617,44113.313150107,NA,9240.07485900174,47865.9224400177,8898.10575783605,221339.824363133,1.4735751192571
2007,"E06000034","Thurrock",151741,118209.786994259,48973.5024921759,NA,8560.75511202589,51011.777939214,9141.44739824459,235897.269935919,1.55460468782939
2008,"E06000034","Thurrock",153633,120787.095156509,51308.006139986,6552,7950.04397284884,57106.8064638884,9536.46649203076,253240.418225263,1.64834650254348
2009,"E06000034","Thurrock",155003,124560.917224742,61253.3648771296,7229,12604.8833189891,54612.7060648781,9855.15275687745,270116.024242616,1.74265029865626
2010,"E06000034","Thurrock",156585,124877.380872952,65336.4129580466,9121,8777.62623572152,60447.8200737066,10176.2655360324,278736.505676459,1.78009710812951
2011,"E06000034","Thurrock",158268,114903.612347981,70601.4380955631,0,16536.0920399204,53497.3815119762,10764.8245458294,266303.34854127,1.68261018362063
2012,"E06000034","Thurrock",159837,97897.8100598618,76131.0162157321,0,1284.66290014076,66245.9849518832,10050.2097333428,251609.683860961,1.57416420391374
2013,"E06000034","Thurrock",161305,81832.7535776409,61560,493,45598.5925571622,26512.4467941819,16119.2233170402,232116.016246025,1.43898835278525
2014,"E06000034","Thurrock",163822,71925.0517158546,60761,117,37621.2246941797,30737.9741324978,16732.722985619,217894.973528151,1.33007150155749
2015,"E06000034","Thurrock",166040,69653.54146187,58823,75,28304.7584358736,32172.1022977253,16019.0015062016,205047.40370167,1.2349277505521
2016,"E06000034","Thurrock",168428,69655.718997379,53181,0,21999.772800928,32863.3135703154,16017.4679016062,193717.273270229,1.15014886640124
2017,"E06000034","Thurrock",170394,64522.8273546333,51433,0,15692.7283505248,33895.0225019076,15877.0400449577,181420.618252023,1.06471247961796
2018,"E06000034","Thurrock",172525,71066.0325608702,43350,0,11577.8741864693,40225.7619868918,15967.076014649,182186.74474888,1.05600199825463
2002,"E06000027","Torbay",130521,19670.2331213568,48546.204911964,NA,45459.6322067544,42061.7442894158,7803.6035978148,163541.418127306,1.25298931304009
2003,"E06000027","Torbay",131238,30084.0343180171,46767.9453304251,NA,53882.0028000845,41228.8389234392,8355.24299601497,180318.064367981,1.37397753979778
2004,"E06000027","Torbay",131937,31002.7197680199,52087.0156729579,NA,60577.2446895552,39607.9740438828,8519.27200626517,191794.226180681,1.45368036396675
2005,"E06000027","Torbay",132178,32919.5257686859,55197.1762525223,NA,59844.7788069871,47382.9463260597,8815.47008971529,204159.89724397,1.54458304138336
2006,"E06000027","Torbay",131857,95003.6256271024,60853.5103718661,NA,8396.21022914986,43496.6230705972,8123.41300678348,215873.382305499,1.63717802092797
2007,"E06000027","Torbay",132172,103236.00825876,63263.7430909815,NA,7837.15197713527,46699.7033752994,8311.18660795908,229347.793310136,1.7352222354972
2008,"E06000027","Torbay",132070,97108.0063493261,69805.11205184,7527,7557.86047896207,54292.8969555368,8485.11203461904,244775.987870284,1.85338069107507
2009,"E06000027","Torbay",131641,99569.6936527483,79612.9984054266,7930,12155.9217331209,52667.5994596492,8579.06733475946,260515.280585704,1.97898284414206
2010,"E06000027","Torbay",131443,97888.1369125694,90102,12218,8595.48994950587,59193.4697356113,8801.20684520944,276798.303442896,2.10584286301207
2011,"E06000027","Torbay",131193,85033.8038409092,85091,586,16652.5915288594,53873.9526226829,9335.52426449693,250572.872256948,1.90995611242176
2012,"E06000027","Torbay",131480,71779.2436741393,89190.6837893112,591,1284.13086861037,66224.4830975221,8629.6802455828,237699.221675166,1.80787360568273
2013,"E06000027","Torbay",132201,69167.8064205057,70159.8477405032,218,44369.1393467936,29583.6249744383,14290.0496194886,227788.468101729,1.72304648302002
2014,"E06000027","Torbay",133264,62491.5659894741,69876.8449538914,112,36744.9880553731,30557.8202625889,14932.5272418442,214715.746503172,1.61120592585523
2015,"E06000027","Torbay",133791,62307.3325457102,68346.7109541269,56,26868.0229234987,31895.3498674775,14175.6000903383,203649.016381152,1.52214286746606
2016,"E06000027","Torbay",134406,59072.4933648118,65953,37,21011.7753367326,31017.2748833552,14061.9925561749,191153.536141074,1.42220984287215
2017,"E06000027","Torbay",135247,58000.9786276504,62367,12,14887.8228448259,33072.3728168771,13840.212618404,182180.386907757,1.34701980012686
2018,"E06000027","Torbay",135780,68202.373642566,59177.1864369465,10,564.857932269406,45036.5384431145,13790.0551301198,186781.011585016,1.37561505070714
2002,"E09000030","Tower Hamlets",207031,88875.1508245386,112006.630863434,NA,259647.247489416,62827.8810739967,28511.77242092,551868.682672306,2.66563308235146
2003,"E09000030","Tower Hamlets",208651,162714.491657468,126737.593728283,NA,288866.168435676,62517.6390565176,30540.7444764353,671376.637354379,3.21770150804156
2004,"E09000030","Tower Hamlets",211154,158298.856852597,197050.064010397,NA,316436.162085802,62642.5478189037,31905.3267017637,766332.957469463,3.62926090658696
2005,"E09000030","Tower Hamlets",213382,166783.566049861,198928.002269581,NA,333618.291673677,74668.9044558931,33408.844026653,807407.608475665,3.78385997167364
2006,"E09000030","Tower Hamlets",218400,370290.2268873,215634.489317667,NA,38247.2578895934,198136.686176636,28781.6609621833,851090.321233379,3.89693370528104
2007,"E09000030","Tower Hamlets",225251,419267.15340627,241150.130123678,NA,35403.4303616845,210959.726701972,30060.2737816848,936840.714375289,4.15909680478794
2008,"E09000030","Tower Hamlets",231893,389632.340511543,241111.222454581,21931,31606.3648398951,227044.199839455,31265.2822317666,942590.409877241,4.06476439511862
2009,"E09000030","Tower Hamlets",240495,453509.294337089,270561.647822235,31195.8289035043,49456.5945961735,214270.267639011,32811.3657018098,1051804.99899982,4.37350048441682
2010,"E09000030","Tower Hamlets",248520,459926.177156967,291305.512756009,42126.3707085348,34026.4188373248,234325.232951828,34365.6684126207,1096075.38082328,4.41041115734462
2011,"E09000030","Tower Hamlets",256012,494214.644625992,309147.740009973,4625.04687895176,62699.3829811222,202842.91336461,35190.1056142144,1108719.83347486,4.33073384636214
2012,"E09000030","Tower Hamlets",263624,453495.333898635,313848.537333221,2374.77739521302,4737.9072880632,244399.494104888,33365.5890534808,1052221.6390735,3.99137270913688
2013,"E09000030","Tower Hamlets",273616,497938.764053708,294188.032570641,135,153318.271748549,131258.426721464,63706.0540376917,1140544.54913205,4.16841321096739
2014,"E09000030","Tower Hamlets",284596,480559.731034436,284570.495289246,135,124725.452247102,141350.131026566,66776.7606995247,1098117.57029688,3.85851371873419
2015,"E09000030","Tower Hamlets",293828,444259.071994735,296413.197047547,88,90188.6427443166,162012.272431645,64883.6589362092,1057844.84315445,3.6002179613735
2016,"E09000030","Tower Hamlets",300943,439033.379344738,287849.001864725,0,74434.2707504362,158695.675800165,65359.1253174154,1025371.45307748,3.40719489430716
2017,"E09000030","Tower Hamlets",307964,415731.874798428,274294.258951462,0,53958,212537.041099825,65678.1225878615,1022199.29743758,3.31921684819517
2018,"E09000030","Tower Hamlets",317705,476309.217552782,229705.141660126,0,0,274481.061927031,60930.4359036475,1041425.85704359,3.27796495819577
2002,"E08000009","Trafford",211062,35910.4433765824,36815.9351168787,NA,83438.6764063611,73043.7375410885,17040.9536266048,246249.746067515,1.16671758093601
2003,"E08000009","Trafford",213031,44577.7049711352,39937.3945319286,NA,103150.063896193,66617.8004553772,18407.7118451245,272690.675699758,1.28005161549145
2004,"E08000009","Trafford",214129,45031.5802423138,58088.7059290472,NA,113912.460405561,63515.1474994431,18790.4296151155,299338.323691481,1.39793453334897
2005,"E08000009","Trafford",215430,54542.4352656242,58798.0820009711,NA,110955.833529312,76483.6790513464,19590.4344407589,320370.464288013,1.48712094085324
2006,"E08000009","Trafford",217369,167374.534711067,64866.9432500988,NA,13572.2726410199,70311.4349476815,18583.5149384648,334708.700488332,1.5398180075739
2007,"E08000009","Trafford",219359,180930.281755425,64774.0892851164,NA,12384.3652278383,73794.1490672546,19024.6493487502,350907.534684384,1.59969517860851
2008,"E08000009","Trafford",220939,179974.236082957,68626.5304753003,10025.0691715709,11222.2986499654,80618.8956193629,19624.5590954528,370091.589094609,1.67508492884737
2009,"E08000009","Trafford",223065,192589.868541305,79858.035701122,10319.800389267,17568.6349200877,76117.5310025293,20194.0675641224,396647.938118434,1.778172004207
2010,"E08000009","Trafford",225234,190899.828835006,84771.9005015702,13884.5155492007,12097.6802660264,83313.8520463844,20767.4429419338,405735.220140121,1.8013941951043
2011,"E08000009","Trafford",227091,166029.991965773,80280.8510999908,571,22413.7665925867,72513.770546953,21012.1580108037,362821.538216107,1.59769228290028
2012,"E08000009","Trafford",228308,159499.047207776,80745.640702501,479,1695.97366343165,87500.288191911,19458.406723682,349378.356489302,1.53029397344509
2013,"E08000009","Trafford",230146,170048.74817989,68219.2251084548,25,51388.9104619299,34173.562851474,37934.0260667489,361789.472668497,1.57199982910195
2014,"E08000009","Trafford",232319,153827.823131412,73974.7457663995,25,43382.1940234927,25383.7078955783,38880.1942971068,335473.665113989,1.44402164745023
2015,"E08000009","Trafford",232975,157432.093940233,67698.0835274437,17,33204.9024232603,31617.1297039924,36888.9187412423,326858.128336172,1.40297511894483
2016,"E08000009","Trafford",234210,158812.955572481,64042.1883169282,0,25468.5984995922,43463.581620544,36529.5451524789,328316.869162024,1.40180551283901
2017,"E08000009","Trafford",235493,164156.222326434,58805.8628165152,0,16734.1614453199,76905.2536302178,20936.9069290078,337538.407147494,1.4333267109744
2018,"E08000009","Trafford",236370,161241.311441959,57917.0641712257,0,1675.60157990791,75197.0443711781,35970.9756560639,332001.997220335,1.4045860186163
2002,"E08000036","Wakefield",316306,46380.4253700932,41419.4011343457,NA,137043.827016576,106546.232273818,23562.1403752838,354952.026170116,1.12217923836448
2003,"E08000036","Wakefield",317469,65928.5460338492,44262.2678846672,NA,168448.292727237,100008.840233968,25694.581992228,404342.52887195,1.27364413177964
2004,"E08000036","Wakefield",318037,69094.5923816906,87534.4367675224,NA,185820.278249527,95700.1219720721,25949.821948798,464099.25131961,1.45926181959838
2005,"E08000036","Wakefield",318765,78358.2436468746,94740.9295435385,NA,184016.208765955,114735.090629893,26704.8910102541,498555.363596515,1.56402165732284
